rank,RegionName,City,StateName,Metro,predicted_12m_appreciation
18585,54135,Keshena,WI,"Shawano, WI",0.024373887
18586,80005,,CO,"Denver-Aurora-Lakewood, CO",0.024370577
18587,95033,Lexington Hills,CA,"San Jose-Sunnyvale-Santa Clara, CA",0.02437051
18588,22539,Reedville,VA,,0.024361657
18589,4069,Pownal,ME,"Portland-South Portland, ME",0.024360653
18590,97227,Portland,OR,"Portland-Vancouver-Hillsboro, OR-WA",0.024357585
18591,22967,Roseland,VA,"Charlottesville, VA",0.024348587
18592,75751,Athens,TX,"Athens, TX",0.024342882
18593,78101,Adkins,TX,"San Antonio-New Braunfels, TX",0.024342425
18594,99205,Spokane,WA,"Spokane-Spokane Valley, WA",0.02434
18595,4347,Hallowell,ME,"Augusta-Waterville, ME",0.02433956
18596,96080,Red Bluff,CA,"Red Bluff, CA",0.024337536
18597,49619,Brethren,MI,,0.024336377
18598,5356,Dover,VT,,0.024335505
18599,19734,Townsend,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.024323583
18600,55712,Bruno,MN,,0.024321737
18601,90254,Hermosa Beach,CA,"Los Angeles-Long Beach-Anaheim, CA",0.024320032
18602,26447,Walkersville,WV,,0.024319874
18603,36081,Troy,AL,"Troy, AL",0.024317889
18604,20608,Aquasco,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.024315462
18605,59038,Bighorn,MT,,0.024313409
18606,54540,Land O Lakes,WI,,0.024311045
18607,28613,Conover,NC,"Hickory-Lenoir-Morganton, NC",0.02431023
18608,78576,Penitas,TX,"McAllen-Edinburg-Mission, TX",0.02430769
18609,37620,Bristol,TN,"Kingsport-Bristol, TN-VA",0.024300205
18610,80526,Fort Collins,CO,"Fort Collins, CO",0.024289392
18611,26338,Camden,WV,,0.024285125
18612,48818,Crystal,MI,"Grand Rapids-Kentwood, MI",0.024283594
18613,5845,Irasburg,VT,,0.02428356
18614,11786,Shoreham,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.024281796
18615,48216,Detroit,MI,"Detroit-Warren-Dearborn, MI",0.024276892
18616,75423,Celeste,TX,"Dallas-Fort Worth-Arlington, TX",0.024274725
18617,35761,New Market,AL,"Huntsville, AL",0.024274481
18618,98926,Ellensburg,WA,"Ellensburg, WA",0.024273535
18619,81230,Gunnison,CO,,0.024270618
18620,97448,Junction City,OR,"Eugene-Springfield, OR",0.02426814
18621,37687,Roan Mountain,TN,"Johnson City, TN",0.024261683
18622,97424,Cottage Grove,OR,"Eugene-Springfield, OR",0.024258142
18623,19701,Bear,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.024251275
18624,81047,Holly,CO,,0.024249364
18625,92124,San Diego,CA,"San Diego-Chula Vista-Carlsbad, CA",0.024249276
18626,96118,Loyalton,CA,,0.024247989
18627,84401,Ogden,UT,"Ogden-Clearfield, UT",0.024232157
18628,62801,Centralia,IL,"Centralia, IL",0.0242316
18629,93440,Los Alamos,CA,"Santa Maria-Santa Barbara, CA",0.024231143
18630,29129,Ridge Spring,SC,"Augusta-Richmond County, GA-SC",0.024230858
18631,77535,Dayton,TX,"Houston-The Woodlands-Sugar Land, TX",0.024230402
18632,29038,Cope,SC,"Orangeburg, SC",0.024227675
18633,15480,Smock,PA,"Pittsburgh, PA",0.024226703
18634,80919,Colorado Springs,CO,"Colorado Springs, CO",0.024224209
18635,92551,Moreno Valley,CA,"Riverside-San Bernardino-Ontario, CA",0.024224056
18636,18302,East Stroudsburg,PA,"East Stroudsburg, PA",0.024209524
18637,14741,Great Valley,NY,"Olean, NY",0.024208294
18638,49884,Shingleton,MI,,0.024207152
18639,74631,Blackwell,OK,"Ponca City, OK",0.024205199
18640,80809,Cascade,CO,"Colorado Springs, CO",0.02420116
18641,26238,Buckhannon,WV,,0.024200603
18642,74435,Gore,OK,"Fort Smith, AR-OK",0.024197357
18643,28556,Oriental,NC,"New Bern, NC",0.024196181
18644,18603,Berwick,PA,"Bloomsburg-Berwick, PA",0.024194794
18645,72101,McCrory,AR,,0.024193402
18646,17024,Elliottsburg,PA,"Harrisburg-Carlisle, PA",0.02418919
18647,96073,Palo Cedro,CA,"Redding, CA",0.024183312
18648,14214,Buffalo,NY,"Buffalo-Cheektowaga, NY",0.024182009
18649,43219,Columbus,OH,"Columbus, OH",0.024181722
18650,24599,Schuyler,VA,"Charlottesville, VA",0.024178904
18651,64120,Kansas City,MO,"Kansas City, MO-KS",0.024172714
18652,21405,Annapolis,MD,"Baltimore-Columbia-Towson, MD",0.024171934
18653,98221,Anacortes,WA,"Mount Vernon-Anacortes, WA",0.024168318
18654,99556,Anchor Point,AK,,0.024167985
18655,97330,Corvallis,OR,"Corvallis, OR",0.02416583
18656,4847,Hope,ME,,0.024165079
18657,45634,Hamden,OH,,0.024162281
18658,92342,Helendale,CA,"Riverside-San Bernardino-Ontario, CA",0.024160687
18659,2664,Yarmouth,MA,"Barnstable Town, MA",0.024155186
18660,92069,San Marcos,CA,"San Diego-Chula Vista-Carlsbad, CA",0.024154946
18661,49271,Pittsford,MI,"Hillsdale, MI",0.024144106
18662,64628,Brookfield,MO,,0.024142558
18663,16329,Irvine,PA,"Warren, PA",0.024135517
18664,59911,Bigfork,MT,"Kalispell, MT",0.02413238
18665,92223,Beaumont,CA,"Riverside-San Bernardino-Ontario, CA",0.024131045
18666,52223,Delhi,IA,,0.024129901
18667,95202,Stockton,CA,"Stockton, CA",0.02412793
18668,52317,North Liberty,IA,"Iowa City, IA",0.02412264
18669,1240,Lenox,MA,"Pittsfield, MA",0.024122478
18670,35603,Decatur,AL,"Decatur, AL",0.02412036
18671,77450,Katy,TX,"Houston-The Woodlands-Sugar Land, TX",0.024116805
18672,15235,Pittsburgh,PA,"Pittsburgh, PA",0.024111731
18673,97031,Hood River,OR,"Hood River, OR",0.024098702
18674,70776,Saint Gabriel,LA,"Baton Rouge, LA",0.024094297
18675,70037,Belle Chasse,LA,"New Orleans-Metairie, LA",0.024091253
18676,46260,Indianapolis,IN,"Indianapolis-Carmel-Anderson, IN",0.024089359
18677,24343,Hillsville,VA,,0.024084141
18678,77357,New Caney,TX,"Houston-The Woodlands-Sugar Land, TX",0.024082933
18679,49338,,MI,"Big Rapids, MI",0.024082607
18680,36108,Montgomery,AL,"Montgomery, AL",0.024075989
18681,38141,Memphis,TN,"Memphis, TN-MS-AR",0.024071937
18682,59715,Bozeman,MT,"Bozeman, MT",0.024069326
18683,84101,Salt Lake City,UT,"Salt Lake City, UT",0.024061516
18684,59801,Missoula,MT,"Missoula, MT",0.02405901
18685,86432,,AZ,"Lake Havasu City-Kingman, AZ",0.024057627
18686,45378,Verona,OH,"Dayton-Kettering, OH",0.024055555
18687,30906,Augusta,GA,"Augusta-Richmond County, GA-SC",0.024045855
18688,68122,Omaha,NE,"Omaha-Council Bluffs, NE-IA",0.024045084
18689,65739,Ridgedale,MO,"Branson, MO",0.02404278
18690,62002,Alton,IL,"St. Louis, MO-IL",0.024041599
18691,56732,Karlstad,MN,,0.024038872
18692,36749,Jones,AL,"Montgomery, AL",0.024036631
18693,36582,Theodore,AL,"Mobile, AL",0.024029179
18694,67514,Arlington,KS,"Hutchinson, KS",0.02402467
18695,29405,North Charleston,SC,"Charleston-North Charleston, SC",0.024024155
18696,10526,Goldens Bridge,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.02402282
18697,13658,Lisbon,NY,"Ogdensburg-Massena, NY",0.024021074
18698,33109,Miami Beach,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",0.024020825
18699,97002,Aurora,OR,"Salem, OR",0.024010424
18700,67213,Wichita,KS,"Wichita, KS",0.024007158
18701,97457,Myrtle Creek,OR,"Roseburg, OR",0.023999652
18702,11231,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.023994276
18703,4064,Old Orchard Beach,ME,"Portland-South Portland, ME",0.023990277
18704,49446,New Era,MI,,0.023988517
18705,55013,Chisago City,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",0.023984745
18706,76691,,TX,"Waco, TX",0.02398435
18707,39466,Picayune,MS,"Picayune, MS",0.023981838
18708,4346,Randolph,ME,"Augusta-Waterville, ME",0.02398154
18709,66224,Leawood,KS,"Kansas City, MO-KS",0.023980394
18710,28553,,NC,"Morehead City, NC",0.02396294
18711,7082,Towaco,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.023960415
18712,49274,Reading,MI,"Hillsdale, MI",0.023951283
18713,12839,Hudson Falls,NY,"Glens Falls, NY",0.023948826
18714,46373,Saint John,IN,"Chicago-Naperville-Elgin, IL-IN-WI",0.023946892
18715,90304,Inglewood,CA,"Los Angeles-Long Beach-Anaheim, CA",0.023945864
18716,14037,Cowlesville,NY,"Buffalo-Cheektowaga, NY",0.023945674
18717,61414,Altona,IL,"Galesburg, IL",0.023943428
18718,99206,Spokane Valley,WA,"Spokane-Spokane Valley, WA",0.02394137
18719,28752,Marion,NC,"Marion, NC",0.023939831
18720,77362,Pinehurst,TX,"Houston-The Woodlands-Sugar Land, TX",0.023939786
18721,97754,Prineville,OR,"Prineville, OR",0.023929467
18722,24324,Draper,VA,"Blacksburg-Christiansburg, VA",0.023927577
18723,97020,Donald,OR,"Salem, OR",0.02392745
18724,73439,Kingston,OK,,0.023925193
18725,31031,Gordon,GA,"Macon-Bibb County, GA",0.023921674
18726,11221,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.02390714
18727,70818,Baton Rouge,LA,"Baton Rouge, LA",0.0239059
18728,27928,Creswell,NC,,0.023897015
18729,4350,Litchfield,ME,"Augusta-Waterville, ME",0.023896068
18730,31024,Eatonton,GA,,0.023887629
18731,99001,Airway Heights,WA,"Spokane-Spokane Valley, WA",0.02388653
18732,74427,Cookson,OK,"Tahlequah, OK",0.023885861
18733,97439,,OR,"Eugene-Springfield, OR",0.023883166
18734,38139,Germantown,TN,"Memphis, TN-MS-AR",0.023876106
18735,37723,Crab Orchard,TN,"Crossville, TN",0.023874806
18736,73118,Oklahoma City,OK,"Oklahoma City, OK",0.023873938
18737,91601,Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA",0.023868669
18738,95843,Antelope,CA,"Sacramento-Roseville-Folsom, CA",0.023861447
18739,28210,Charlotte,NC,"Charlotte-Concord-Gastonia, NC-SC",0.023850081
18740,30441,,GA,"Augusta-Richmond County, GA-SC",0.023848882
18741,95827,Rancho Cordova,CA,"Sacramento-Roseville-Folsom, CA",0.023845354
18742,75683,Ore City,TX,"Longview, TX",0.023838187
18743,15461,Masontown,PA,"Pittsburgh, PA",0.023837801
18744,76531,Hamilton,TX,,0.023831569
18745,43605,Toledo,OH,"Toledo, OH",0.02382768
18746,27508,Bunn,NC,"Raleigh-Cary, NC",0.023826987
18747,76682,Riesel,TX,"Waco, TX",0.02382085
18748,23860,Hopewell,VA,"Richmond, VA",0.023813985
18749,49125,Sawyer,MI,"Niles, MI",0.023811897
18750,30830,Waynesboro,GA,"Augusta-Richmond County, GA-SC",0.02381157
18751,33960,Venus,FL,"Sebring-Avon Park, FL",0.023804545
18752,75206,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",0.023802865
18753,95497,The Sea Ranch,CA,"Santa Rosa-Petaluma, CA",0.023801686
18754,66013,Bucyrus,KS,"Kansas City, MO-KS",0.023800155
18755,80027,Louisville,CO,"Boulder, CO",0.023799727
18756,51334,Estherville,IA,"Spirit Lake, IA",0.02379068
18757,49337,Newaygo,MI,,0.02378928
18758,55717,Canyon,MN,"Duluth, MN-WI",0.023788815
18759,92120,San Diego,CA,"San Diego-Chula Vista-Carlsbad, CA",0.023788698
18760,98626,Kelso,WA,"Longview, WA",0.023775464
18761,32336,Lamont,FL,"Tallahassee, FL",0.023769086
18762,30269,Peachtree City,GA,"Atlanta-Sandy Springs-Alpharetta, GA",0.023760924
18763,76671,Whitney,TX,,0.023757167
18764,36426,,AL,"Atmore, AL",0.023751607
18765,80121,Centennial,CO,"Denver-Aurora-Lakewood, CO",0.023749562
18766,96743,Waimea,HI,"Hilo, HI",0.02373484
18767,28577,,NC,"Morehead City, NC",0.023733726
18768,90274,Rolling Hills Estates,CA,"Los Angeles-Long Beach-Anaheim, CA",0.023721812
18769,95348,Merced,CA,"Merced, CA",0.023719456
18770,17244,Orrstown,PA,"Chambersburg-Waynesboro, PA",0.023719233
18771,98826,Leavenworth,WA,"Wenatchee, WA",0.023715818
18772,78055,Medina,TX,"San Antonio-New Braunfels, TX",0.023715174
18773,95372,Soulsbyville,CA,"Sonora, CA",0.023711715
18774,30216,Flovilla,GA,"Atlanta-Sandy Springs-Alpharetta, GA",0.02370522
18775,78114,Floresville,TX,"San Antonio-New Braunfels, TX",0.023701213
18776,29940,Seabrook,SC,"Hilton Head Island-Bluffton, SC",0.02370047
18777,55416,Saint Louis Park,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",0.023699023
18778,29506,Florence,SC,"Florence, SC",0.023696937
18779,91604,Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA",0.023695737
18780,25270,Reedy,WV,,0.023691665
18781,30097,Duluth,GA,"Atlanta-Sandy Springs-Alpharetta, GA",0.023691323
18782,15501,Somerset,PA,"Somerset, PA",0.023680309
18783,80504,Longmont,CO,"Greeley, CO",0.023673622
18784,98581,Ryderwood,WA,"Longview, WA",0.023672784
18785,50073,Elkhart,IA,"Des Moines-West Des Moines, IA",0.023669569
18786,97146,Warrenton,OR,"Astoria, OR",0.023668397
18787,49612,Alden,MI,"Traverse City, MI",0.023664283
18788,93505,California City,CA,"Bakersfield, CA",0.02366104
18789,36032,Fort Deposit,AL,"Montgomery, AL",0.023658374
18790,98662,Vancouver,WA,"Portland-Vancouver-Hillsboro, OR-WA",0.02365567
18791,96776,Honokaa,HI,"Hilo, HI",0.023653552
18792,17013,Carlisle,PA,"Harrisburg-Carlisle, PA",0.023651132
18793,24609,Cedar Bluff,VA,"Bluefield, WV-VA",0.023640757
18794,37880,Ten Mile,TN,"Knoxville, TN",0.023639299
18795,97122,Hebo,OR,"Portland-Vancouver-Hillsboro, OR-WA",0.023636432
18796,28580,Snow Hill,NC,,0.023636067
18797,96712,Haleiwa,HI,"Urban Honolulu, HI",0.023631642
18798,99709,Fairbanks,AK,"Fairbanks, AK",0.02362503
18799,55790,,MN,"Duluth, MN-WI",0.023622256
18800,16101,New Castle,PA,"New Castle, PA",0.023616286
18801,65804,Springfield,MO,"Springfield, MO",0.023606768
18802,27357,Stokesdale,NC,"Greensboro-High Point, NC",0.023600679
18803,75446,Honey Grove,TX,"Bonham, TX",0.023598656
18804,28139,Rutherfordton,NC,"Forest City, NC",0.023595557
18805,28655,Morganton,NC,"Hickory-Lenoir-Morganton, NC",0.02359365
18806,81426,Ophir,CO,,0.023592172
18807,29330,Cowpens,SC,"Gaffney, SC",0.023588996
18808,98358,Nordland,WA,,0.023588434
18809,93040,Piru,CA,"Oxnard-Thousand Oaks-Ventura, CA",0.023584114
18810,95962,Oregon House,CA,"Yuba City, CA",0.023583094
18811,60609,Chicago,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.023579365
18812,40460,Mount Vernon,KY,,0.023575624
18813,37664,Kingsport,TN,"Kingsport-Bristol, TN-VA",0.023573812
18814,13147,Scipio Center,NY,"Auburn, NY",0.023564706
18815,81201,Salida,CO,,0.023563815
18816,38461,Hohenwald,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",0.023560295
18817,30571,Helen,GA,,0.02355578
18818,68325,Byron,NE,,0.02354734
18819,73661,Rocky,OK,,0.02354193
18820,37122,Mount Juliet,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",0.023537343
18821,68157,Omaha,NE,"Omaha-Council Bluffs, NE-IA",0.023536764
18822,76640,,TX,"Waco, TX",0.02352685
18823,7462,Vernon,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.023522027
18824,15104,Braddock,PA,"Pittsburgh, PA",0.023521692
18825,79415,Lubbock,TX,"Lubbock, TX",0.023519054
18826,6812,New Fairfield,CT,"Bridgeport-Stamford-Norwalk, CT",0.0235146
18827,61933,Kansas,IL,,0.023503052
18828,45678,,OH,"Huntington-Ashland, WV-KY-OH",0.023496151
18829,56183,Westbrook,MN,,0.023495497
18830,97535,Phoenix,OR,"Medford, OR",0.023494784
18831,31771,,GA,"Moultrie, GA",0.023490207
18832,2113,Boston,MA,"Boston-Cambridge-Newton, MA-NH",0.023486007
18833,92508,Riverside,CA,"Riverside-San Bernardino-Ontario, CA",0.02348368
18834,31548,Kingsland,GA,"St. Marys, GA",0.023479572
18835,30815,Hephzibah,GA,"Augusta-Richmond County, GA-SC",0.02347903
18836,31008,Byron,GA,"Warner Robins, GA",0.02347516
18837,79106,Amarillo,TX,"Amarillo, TX",0.023469675
18838,28358,Lumberton,NC,"Lumberton, NC",0.02345553
18839,2903,Providence,RI,"Providence-Warwick, RI-MA",0.023450313
18840,85012,Phoenix,AZ,"Phoenix-Mesa-Chandler, AZ",0.023449812
18841,29518,Cades,SC,,0.023446504
18842,97211,Portland,OR,"Portland-Vancouver-Hillsboro, OR-WA",0.02343888
18843,78676,Wimberley,TX,"Austin-Round Rock-Georgetown, TX",0.023438567
18844,95628,Fair Oaks,CA,"Sacramento-Roseville-Folsom, CA",0.023433784
18845,1730,Bedford,MA,"Boston-Cambridge-Newton, MA-NH",0.023431338
18846,31009,Cadwell,GA,"Dublin, GA",0.02342446
18847,90270,Maywood,CA,"Los Angeles-Long Beach-Anaheim, CA",0.023410043
18848,28144,Salisbury,NC,"Charlotte-Concord-Gastonia, NC-SC",0.023406224
18849,96044,Hornbrook,CA,,0.023404785
18850,67557,Macksville,KS,,0.02340226
18851,70507,Lafayette,LA,"Lafayette, LA",0.023401998
18852,98577,Raymond,WA,,0.02339824
18853,2666,Truro,MA,"Barnstable Town, MA",0.023394989
18854,10950,Monroe,NY,"Poughkeepsie-Newburgh-Middletown, NY",0.023386873
18855,98682,Vancouver,WA,"Portland-Vancouver-Hillsboro, OR-WA",0.02337976
18856,90755,Signal Hill,CA,"Los Angeles-Long Beach-Anaheim, CA",0.023368223
18857,95726,Pollock Pines,CA,"Sacramento-Roseville-Folsom, CA",0.023361132
18858,59718,Bozeman,MT,"Bozeman, MT",0.023358872
18859,70583,Scott,LA,"Lafayette, LA",0.023355244
18860,12884,Schuylerville,NY,"Albany-Schenectady-Troy, NY",0.02335169
18861,24360,Max Meadows,VA,,0.023351608
18862,76476,Tolar,TX,"Granbury, TX",0.02334273
18863,1070,Plainfield,MA,"Springfield, MA",0.023340723
18864,29123,Pelion,SC,"Columbia, SC",0.023326451
18865,67013,Belle Plaine,KS,"Wichita, KS",0.02332588
18866,63663,Pilot Knob,MO,,0.023325777
18867,27344,Siler City,NC,"Durham-Chapel Hill, NC",0.023316855
18868,92505,Riverside,CA,"Riverside-San Bernardino-Ontario, CA",0.02331215
18869,70301,Thibodaux,LA,"Houma-Thibodaux, LA",0.023311391
18870,80615,Eaton,CO,"Greeley, CO",0.023306338
18871,92010,Carlsbad,CA,"San Diego-Chula Vista-Carlsbad, CA",0.023301579
18872,4694,Alexander,ME,,0.023296144
18873,28560,New Bern,NC,"New Bern, NC",0.023288647
18874,76051,Grapevine,TX,"Dallas-Fort Worth-Arlington, TX",0.023288125
18875,49266,Osseo,MI,"Hillsdale, MI",0.023285303
18876,30445,Mount Vernon,GA,"Vidalia, GA",0.023284871
18877,97477,Springfield,OR,"Eugene-Springfield, OR",0.023280319
18878,28107,Midland,NC,"Charlotte-Concord-Gastonia, NC-SC",0.023275753
18879,85119,Apache Junction,AZ,"Phoenix-Mesa-Chandler, AZ",0.023268562
18880,35062,,AL,"Birmingham-Hoover, AL",0.023266466
18881,71106,Shreveport,LA,"Shreveport-Bossier City, LA",0.023264227
18882,85362,Yarnell,AZ,"Prescott Valley-Prescott, AZ",0.023260409
18883,11957,,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.023254741
18884,29712,Edgemoor,SC,"Charlotte-Concord-Gastonia, NC-SC",0.02324336
18885,30546,Hiawassee,GA,,0.023240155
18886,98674,Woodland,WA,"Longview, WA",0.02323595
18887,12758,Livingston Manor,NY,"Kingston, NY",0.023233496
18888,86314,Prescott Valley,AZ,"Prescott Valley-Prescott, AZ",0.023229046
18889,95448,Healdsburg,CA,"Santa Rosa-Petaluma, CA",0.023227062
18890,6460,Milford,CT,"New Haven-Milford, CT",0.023222212
18891,94933,Lagunitas,CA,"San Francisco-Oakland-Berkeley, CA",0.023218604
18892,5354,Vernon,VT,,0.023217475
18893,5654,,VT,"Lebanon, NH-VT",0.023216957
18894,41822,Hindman,KY,,0.023214577
18895,37779,Luttrell,TN,"Knoxville, TN",0.02320961
18896,58053,Lidgerwood,ND,"Wahpeton, ND-MN",0.023208583
18897,83860,Sagle,ID,"Sandpoint, ID",0.02320793
18898,97543,Grants Pass,OR,"Grants Pass, OR",0.023204073
18899,2632,Barnstable,MA,"Barnstable Town, MA",0.023191452
18900,98952,White Swan,WA,"Yakima, WA",0.02318199
18901,31775,Omega,GA,"Moultrie, GA",0.02318028
18902,96141,Homewood,CA,"Sacramento-Roseville-Folsom, CA",0.02317048
18903,83687,Nampa,ID,"Boise City, ID",0.02317047
18904,98823,Ephrata,WA,"Moses Lake, WA",0.023168003
18905,25506,Branchland,WV,"Charleston, WV",0.023165734
18906,49434,Macatawa,MI,"Grand Rapids-Kentwood, MI",0.023165252
18907,92119,San Diego,CA,"San Diego-Chula Vista-Carlsbad, CA",0.023160653
18908,97202,Portland,OR,"Portland-Vancouver-Hillsboro, OR-WA",0.02316044
18909,29669,Pelzer,SC,"Greenville-Anderson, SC",0.023157394
18910,80020,Broomfield,CO,"Denver-Aurora-Lakewood, CO",0.023152538
18911,77372,Splendora,TX,"Houston-The Woodlands-Sugar Land, TX",0.023151219
18912,55810,,MN,"Duluth, MN-WI",0.023149164
18913,51347,Lake Park,IA,"Spirit Lake, IA",0.02314245
18914,31764,Americus,GA,"Americus, GA",0.023138747
18915,94553,Martinez,CA,"San Francisco-Oakland-Berkeley, CA",0.023134852
18916,28792,Hendersonville,NC,"Asheville, NC",0.023130316
18917,10456,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.023128087
18918,20695,Waldorf,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.023126055
18919,28805,Asheville,NC,"Asheville, NC",0.023106476
18920,48427,Deckerville,MI,,0.023103537
18921,39366,Vossburg,MS,"Laurel, MS",0.023094462
18922,41630,Garrett,KY,,0.023091996
18923,73127,Oklahoma City,OK,"Oklahoma City, OK",0.023089843
18924,89027,Mesquite,NV,"Las Vegas-Henderson-Paradise, NV",0.023086613
18925,72031,Clinton,AR,,0.02308451
18926,28714,Burnsville,NC,,0.023080844
18927,19149,Philadelphia,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.023079028
18928,28783,Tuckasegee,NC,"Cullowhee, NC",0.02307806
18929,14139,South Wales,NY,"Buffalo-Cheektowaga, NY",0.023069479
18930,12883,Ticonderoga,NY,,0.02306921
18931,49635,Frankfort,MI,"Traverse City, MI",0.023067866
18932,28306,Fayetteville,NC,"Fayetteville, NC",0.023060236
18933,92110,San Diego,CA,"San Diego-Chula Vista-Carlsbad, CA",0.023053762
18934,38017,Collierville,TN,"Memphis, TN-MS-AR",0.02305258
18935,60455,Bridgeview,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.023051472
18936,28715,Candler,NC,"Asheville, NC",0.023046974
18937,45237,Cincinnati,OH,"Cincinnati, OH-KY-IN",0.023046682
18938,5495,Williston,VT,"Burlington-South Burlington, VT",0.023034696
18939,93552,Palmdale,CA,"Los Angeles-Long Beach-Anaheim, CA",0.023034181
18940,95824,Sacramento,CA,"Sacramento-Roseville-Folsom, CA",0.023032267
18941,12816,Cambridge,NY,"Glens Falls, NY",0.023021052
18942,15601,Greensburg,PA,"Pittsburgh, PA",0.023020973
18943,81620,Avon,CO,"Edwards, CO",0.023020953
18944,8343,Monroeville,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.023017751
18945,92503,Riverside,CA,"Riverside-San Bernardino-Ontario, CA",0.023014612
18946,23487,Windsor,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",0.023013756
18947,28383,Elrod,NC,"Lumberton, NC",0.023013609
18948,16023,Cabot,PA,"Pittsburgh, PA",0.023013022
18949,29302,Spartanburg,SC,"Spartanburg, SC",0.023010224
18950,8720,Allenwood,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.023010211
18951,43778,Salesville,OH,"Cambridge, OH",0.023009632
18952,97501,Medford,OR,"Medford, OR",0.023006707
18953,54498,Withee,WI,,0.023005629
18954,32622,,FL,"Gainesville, FL",0.023005627
18955,79068,Panhandle,TX,"Amarillo, TX",0.02300428
18956,85377,Carefree,AZ,"Phoenix-Mesa-Chandler, AZ",0.023003463
18957,16652,Huntingdon,PA,"Huntingdon, PA",0.023003034
18958,12439,Hensonville,NY,,0.023002261
18959,21678,Worton,MD,,0.023001729
18960,65650,Flemington,MO,"Springfield, MO",0.022994418
18961,97435,Drain,OR,"Roseburg, OR",0.022991884
18962,50266,West Des Moines,IA,"Des Moines-West Des Moines, IA",0.022968229
18963,94577,San Leandro,CA,"San Francisco-Oakland-Berkeley, CA",0.02296253
18964,15679,Ruffs Dale,PA,"Pittsburgh, PA",0.022961317
18965,6118,East Hartford,CT,"Hartford-East Hartford-Middletown, CT",0.022952145
18966,59501,Havre,MT,,0.022949243
18967,79124,Amarillo,TX,"Amarillo, TX",0.022949046
18968,84790,Saint George,UT,"St. George, UT",0.022946384
18969,97217,Portland,OR,"Portland-Vancouver-Hillsboro, OR-WA",0.022942994
18970,56728,Hallock,MN,,0.022941327
18971,31017,,GA,"Macon-Bibb County, GA",0.022939062
18972,6752,Bridgewater,CT,"Torrington, CT",0.022931872
18973,94501,Alameda,CA,"San Francisco-Oakland-Berkeley, CA",0.022930795
18974,78260,San Antonio,TX,"San Antonio-New Braunfels, TX",0.022928098
18975,77455,Louise,TX,"El Campo, TX",0.022924263
18976,35593,Vina,AL,,0.022921247
18977,92139,San Diego,CA,"San Diego-Chula Vista-Carlsbad, CA",0.022919286
18978,75022,Flower Mound,TX,"Dallas-Fort Worth-Arlington, TX",0.022916885
18979,28692,Sugar Grove,NC,"Boone, NC",0.02291233
18980,77488,Wharton,TX,"El Campo, TX",0.0229056
18981,18616,Forksville,PA,"Sayre, PA",0.022898944
18982,10920,Congers,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.022896305
18983,95363,Patterson,CA,"Modesto, CA",0.02289348
18984,35131,Ragland,AL,"Birmingham-Hoover, AL",0.022892209
18985,16117,Ellwood City,PA,"New Castle, PA",0.022891155
18986,25676,Delbarton,WV,,0.022886422
18987,54512,Boulder Junction,WI,,0.022884393
18988,12176,Surprise,NY,,0.022878213
18989,37338,Sale Creek,TN,"Chattanooga, TN-GA",0.022864046
18990,45735,Guysville,OH,"Athens, OH",0.022863224
18991,92543,Hemet,CA,"Riverside-San Bernardino-Ontario, CA",0.022862816
18992,49336,Morley,MI,"Big Rapids, MI",0.022862481
18993,78215,San Antonio,TX,"San Antonio-New Braunfels, TX",0.022847708
18994,33187,Miami,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",0.02284758
18995,32333,Havana,FL,"Tallahassee, FL",0.02283947
18996,66223,Overland Park,KS,"Kansas City, MO-KS",0.022838917
18997,29078,Lugoff,SC,"Columbia, SC",0.022831988
18998,12820,Queensbury,NY,"Glens Falls, NY",0.022830887
18999,37659,Jonesborough,TN,"Johnson City, TN",0.022828985
19000,54893,Webster,WI,,0.022827428
19001,31569,Woodbine,GA,"St. Marys, GA",0.022824923
